ATHLETE FIRST,ATHLETE LAST,NATIONALITY,START NUMBER,SWIM,T1,BIKE,T2,RUN,POSITION,TOTAL TIME,PROGRAM,LOCATION,SWIM SEC,T1 SEC,BIKE SEC,T2 SEC,RUN SEC,TOTAL TIME SEC
Rachel,Klamer,NED,6,0:19:42,0:01:02,1:03:44,0:00:25,0:35:44,20,2:00:35,Elite Women,Yokohama,1182,62,3824,25,2144,7235
Laura,Lindemann,GER,41,0:19:40,0:01:00,1:03:47,0:00:25,0:35:51,21,2:00:41,Elite Women,Yokohama,1180,60,3827,25,2151,7241
Charlotte,McShane,AUS,4,0:20:10,0:00:59,1:03:20,0:00:24,0:35:56,22,2:00:47,Elite Women,Yokohama,1210,59,3800,24,2156,7247
Andrea,Hewitt,NZL,1,0:20:02,0:01:03,1:03:28,0:00:26,0:36:10,23,2:01:07,Elite Women,Yokohama,1202,63,3808,26,2170,7267
Yurie,Matsuda,JPN,22,0:20:15,0:00:59,1:03:20,0:00:24,0:36:14,24,2:01:10,Elite Women,Yokohama,1215,59,3800,24,2174,7270
Taylor,Spivey,USA,19,0:20:16,0:00:58,1:03:16,0:00:28,0:36:17,25,2:01:13,Elite Women,Yokohama,1216,58,3796,28,2177,7273
Simone,Ackermann,RSA,29,0:19:43,0:01:01,1:03:48,0:00:27,0:36:20,26,2:01:18,Elite Women,Yokohama,1183,61,3828,27,2180,7278
Elena,Danilova,RUS,39,0:20:18,0:00:59,1:03:16,0:00:32,0:36:23,27,2:01:26,Elite Women,Yokohama,1218,59,3796,32,2183,7286
Jaz,Hedgeland,AUS,30,0:20:04,0:01:03,1:03:25,0:00:48,0:36:36,28,2:01:53,Elite Women,Yokohama,1204,63,3805,48,2196,7313
Miriam,Casillas García,ESP,47,0:20:27,0:01:00,1:03:05,0:00:31,0:37:25,29,2:02:25,Elite Women,Yokohama,1227,60,3785,31,2245,7345
Minami,Kubono,JPN,50,0:19:25,0:01:02,1:02:13,0:00:26,0:39:22,30,2:02:27,Elite Women,Yokohama,1165,62,3733,26,2362,7347
Cecilia,Perez,MEX,28,0:19:44,0:01:04,1:03:45,0:00:27,0:37:53,31,2:02:52,Elite Women,Yokohama,1184,64,3825,27,2273,7372
Petra,Kurikova,CZE,49,0:20:30,0:00:59,1:03:03,0:00:25,0:38:12,32,2:03:06,Elite Women,Yokohama,1230,59,3783,25,2292,7386
Renee,Tomlin,USA,8,0:20:33,0:00:55,1:03:00,0:00:38,0:38:24,33,2:03:28,Elite Women,Yokohama,1233,55,3780,38,2304,7408
Anastasia,Gorbunova,RUS,45,0:19:28,0:01:01,1:04:11,0:00:27,0:38:29,34,2:03:33,Elite Women,Yokohama,1168,61,3851,27,2309,7413
Emma,Jackson,AUS,36,0:20:05,0:01:01,1:03:29,0:00:28,0:38:46,35,2:03:47,Elite Women,Yokohama,1205,61,3809,28,2326,7427
Annamaria,Mazzetti,ITA,42,0:20:14,0:00:59,1:04:18,0:00:31,0:37:50,36,2:03:51,Elite Women,Yokohama,1214,59,3858,31,2270,7431
Aoi,Kuramoto,JPN,26,0:20:10,0:01:00,1:05:34,0:00:29,0:37:47,37,2:04:58,Elite Women,Yokohama,1210,60,3934,29,2267,7498
Lisa,Berger,SUI,51,0:20:27,0:01:02,1:03:05,0:00:26,0:40:35,38,2:05:33,Elite Women,Yokohama,1227,62,3785,26,2435,7533
Zsanett,Bragmayer,HUN,46,0:20:04,0:01:00,1:03:26,0:00:29,0:41:05,39,2:06:03,Elite Women,Yokohama,1204,60,3806,29,2465,7563
Mengying,Zhong,CHN,54,0:19:32,0:01:05,1:06:07,0:00:51,0:39:42,40,2:07:16,Elite Women,Yokohama,1172,65,3967,51,2382,7636
Kaidi,Kivioja,EST,44,0:21:48,0:00:58,1:05:42,0:00:28,0:41:34,41,2:10:29,Elite Women,Yokohama,1308,58,3942,28,2494,7829
Carolina,Routier,ESP,27,0:19:26,0:00:59,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Yokohama,1166,59,0,0,0,#VALUE!
Anastasia,Abrosimova,RUS,21,0:19:28,0:01:04,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Yokohama,1168,64,0,0,0,#VALUE!
Yi,Zhang,CHN,53,0:20:00,0:01:09,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Yokohama,1200,69,0,0,0,#VALUE!
Juri,Ide,JPN,14,0:20:08,0:01:04,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Yokohama,1208,64,0,0,0,#VALUE!
Hye Rim,Jeong,KOR,52,0:20:28,0:01:01,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Yokohama,1228,61,0,0,0,#VALUE!
Sena,Takahashi,JPN,43,0:20:31,0:00:57,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Yokohama,1231,57,0,0,0,#VALUE!
Sara,Vilic,AUT,12,0:20:31,0:01:02,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Yokohama,1231,62,0,0,0,#VALUE!
Yun-Jung,Jang,KOR,55,0:20:30,0:01:09,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Yokohama,1230,69,0,0,0,#VALUE!
Gillian,Sanders,RSA,15,0:20:46,0:01:00,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Yokohama,1246,60,0,0,0,#VALUE!
Sukhyeon,Choi,KOR,56,0:20:59,0:01:04,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Yokohama,1259,64,0,0,0,#VALUE!
Zsófia,Kovács,HUN,31,0:21:02,0:01:02,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Yokohama,1262,62,0,0,0,#VALUE!
Emmie,Charayron,FRA,24,0:21:14,0:01:04,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Yokohama,1274,64,0,0,0,#VALUE!
Ai,Ueda,JPN,3,0:21:38,0:01:00,0:00:00,0:00:00,0:00:00,DNF,DNF,Elite Women,Yokohama,1298,60,0,0,0,#VALUE!
Mariya,Shorets,RUS,20,0:21:43,0:01:14,0:00:00,0:00:00,0:00:00,LAP,LAP,Elite Women,Yokohama,1303,74,0,0,0,#VALUE!
Casper,Grim,GER,,,,,,,,,NF Medicals,Yokohama,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Oliver,Williamson,GBR,,,,,,,,,NF Medicals,Yokohama,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Gavin,O'Sullivan,USA,,,,,,,,,NF Medicals,Yokohama,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Dean,Sullivan,AUS,,,,,,,,,NF Medicals,Yokohama,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
Jean Baptiste,Trouve,FRA,,,,,,,,,NF Medicals,Yokohama,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
